Customer id,Gender,Age,Payment method
C00760,M,27,Mobile Payment
C00761,F,60,Cash
C00762,F,43,Credit Card
C00763,M,43,Mobile Payment
C00764,M,29,Cash
C00765,M,26,Credit Card
C00766,F,43,Credit Card
C00767,F,56,Mobile Payment
C00768,M,66,Cash
C00769,M,70,Credit Card
C00770,F,56,Credit Card
C00771,F,36,Credit Card
C00772,M,76,Credit Card
C00773,F,23,Credit Card
C00774,M,36,Cash
C00775,F,44,Mobile Payment
C00776,F,70,Credit Card
C00777,F,23,Cash
C00778,F,24,Credit Card
C00779,M,45,Cash
C00780,F,30,Credit Card
C00781,M,33,Mobile Payment
C00782,M,70,Mobile Payment
C00783,F,40,Credit Card
C00784,M,74,Mobile Payment
C00785,M,26,Cash
C00786,M,61,Credit Card
C00787,M,48,Credit Card
C00788,F,51,Credit Card
C00789,M,52,Cash
C00790,F,25,Credit Card
C00791,F,69,Credit Card
C00792,M,22,Cash
C00793,M,65,Mobile Payment
C00794,M,23,Cash
C00795,F,45,Credit Card
C00796,M,43,Credit Card
C00797,M,51,Credit Card
C00798,M,22,Credit Card
C00799,M,32,Credit Card
C00800,F,57,Credit Card
C00801,M,41,Credit Card
C00802,F,40,Mobile Payment
C00803,M,43,Credit Card
C00804,F,24,Credit Card
C00805,M,53,Credit Card
C00806,F,21,Credit Card
C00807,M,72,Credit Card
C00808,M,27,Credit Card
C00809,F,48,Credit Card
C00810,F,75,Credit Card
C00811,M,57,Mobile Payment
C00812,M,50,Cash
C00813,M,38,Credit Card
C00814,M,39,Mobile Payment
C00815,F,58,Credit Card
C00816,M,24,Mobile Payment
C00817,F,25,Mobile Payment
C00818,F,60,Cash
C00819,F,29,Mobile Payment
C00820,F,26,Credit Card
C00821,F,38,Cash
C00822,F,27,Credit Card
C00823,F,58,Mobile Payment
C00824,F,71,Credit Card
C00825,F,36,Cash
C00826,F,57,Cash
C00827,M,45,Cash
C00828,M,53,Mobile Payment
C00829,F,39,Credit Card
C00830,F,28,Cash
C00831,F,77,Cash
C00832,M,62,Credit Card
C00833,M,23,Mobile Payment
C00834,F,19,Cash
C00835,M,17,Mobile Payment
C00836,F,41,Mobile Payment
C00837,F,21,Credit Card
C00838,F,51,Credit Card
C00839,M,36,Mobile Payment
C00840,M,20,Mobile Payment
C00841,M,22,Credit Card
C00842,F,52,Cash
C00843,M,25,Mobile Payment
C00844,M,62,Credit Card
C00845,M,72,Credit Card
C00846,F,16,Mobile Payment
C00847,F,43,Cash
C00848,M,72,Credit Card
C00849,F,27,Credit Card
C00850,F,67,Cash
C00851,F,72,Credit Card
C00852,M,61,Mobile Payment
C00853,M,21,Cash
C00854,M,60,Credit Card
C00855,M,75,Cash
C00856,F,73,Credit Card
C00857,M,39,Mobile Payment
C00858,F,74,Mobile Payment
C00859,M,18,Cash
C00860,M,68,Credit Card
C00861,M,21,Mobile Payment
C00862,F,22,Credit Card
C00863,M,59,Cash
C00864,M,67,Credit Card
C00865,M,43,Cash
C00866,M,43,Cash
C00867,M,52,Credit Card
C00868,F,71,Cash
C00869,M,41,Cash
C00870,M,23,Mobile Payment
C00871,M,22,Credit Card
C00872,F,37,Credit Card
C00873,F,77,Credit Card
C00874,M,43,Cash
C00875,M,71,Mobile Payment
C00876,M,48,Cash
C00877,F,27,Credit Card
C00878,M,68,Mobile Payment
C00879,F,74,Credit Card
C00880,F,19,Cash
C00881,M,60,Mobile Payment
C00882,M,20,Credit Card
C00883,M,39,Credit Card
C00884,M,29,Cash
C00885,F,18,Cash
C00886,M,17,Credit Card
C00887,F,52,Credit Card
C00888,M,50,Mobile Payment
C00889,F,25,Cash
C00890,F,52,Credit Card
C00891,F,53,Cash
C00892,F,43,Credit Card
C00893,F,60,Credit Card
C00894,F,63,Mobile Payment
C00895,M,43,Cash
C00896,F,34,Mobile Payment
C00897,F,46,Cash
C00898,M,23,Credit Card
C00899,M,22,Mobile Payment
C00900,M,75,Mobile Payment
C00901,F,22,Mobile Payment
C00902,M,60,Cash
C00903,F,38,Cash
C00904,M,36,Cash
C00905,M,68,Mobile Payment
C00906,M,45,Credit Card
C00907,M,66,Credit Card
C00908,M,36,Cash
C00909,M,29,Cash
C00910,M,54,Credit Card
C00911,M,18,Mobile Payment
C00912,M,74,Credit Card
C00913,M,36,Credit Card
C00914,F,47,Credit Card
C00915,M,31,Cash
C00916,M,70,Cash
C00917,F,30,Cash
C00918,M,73,Mobile Payment
C00919,F,70,Credit Card
C00920,F,37,Credit Card
C00921,M,64,Mobile Payment
C00922,F,20,Mobile Payment
C00923,M,39,Cash
C00924,F,62,Cash
C00925,M,32,Credit Card
C00926,M,38,Credit Card
C00927,M,64,Cash
C00928,F,42,Credit Card
C00929,M,45,Cash
C00930,M,32,Mobile Payment
C00931,M,74,Credit Card
C00932,F,20,Cash
C00933,M,61,Credit Card
C00934,M,46,Credit Card
C00935,F,66,Credit Card
C00936,M,30,Credit Card
C00937,M,66,Credit Card
C00938,M,35,Mobile Payment
C00939,M,17,Credit Card
C00940,F,25,Mobile Payment
C00941,F,66,Cash
C00942,M,55,Credit Card
C00943,M,65,Mobile Payment
C00944,F,37,Cash
C00945,M,24,Cash
C00946,M,30,Mobile Payment
C00947,F,34,Credit Card
C00948,F,42,Cash
C00949,M,34,Cash
C00950,F,70,Credit Card
C00951,M,48,Cash
C00952,M,38,Mobile Payment
C00953,M,67,Mobile Payment
C00954,F,65,Credit Card
C00955,M,22,Mobile Payment
C00956,M,54,Cash
C00957,F,51,Credit Card
C00958,M,68,Credit Card
C00959,F,44,Credit Card
C00960,M,74,Mobile Payment
C00961,M,48,Credit Card
C00962,F,31,Mobile Payment
C00963,M,50,Credit Card
C00964,M,52,Credit Card
C00965,M,50,Cash
C00966,M,77,Credit Card
C00967,F,75,Credit Card
C00968,M,57,Cash
C00969,M,19,Cash
C00970,M,40,Credit Card
C00971,M,49,Cash
C00972,M,63,Credit Card
C00973,M,77,Credit Card
C00974,M,29,Mobile Payment
C00975,F,46,Mobile Payment
C00976,F,33,Mobile Payment
C00977,F,46,Credit Card
C00978,F,21,Mobile Payment
C00979,M,77,Cash
C00980,F,47,Mobile Payment
C00981,M,69,Mobile Payment
C00982,F,73,Mobile Payment
C00983,M,67,Credit Card
C00984,M,50,Cash
C00985,F,63,Credit Card
C00986,M,20,Credit Card
C00987,M,47,Cash
C00988,F,64,Cash
C00989,F,67,Cash
C00990,M,38,Credit Card
C00991,M,40,Credit Card
C00992,F,23,Credit Card
C00993,F,74,Mobile Payment
C00994,M,17,Cash
C00995,M,41,Mobile Payment
C00996,F,41,Credit Card
C00997,F,55,Credit Card
C00998,M,76,Credit Card
C00999,M,31,Mobile Payment
C01000,M,71,Credit Card
C01001,M,23,Mobile Payment
C01002,M,54,Cash
C01003,F,50,Credit Card
C01004,F,60,Mobile Payment
C01005,F,27,Credit Card
C01006,M,42,Cash
C01007,M,66,Mobile Payment
C01008,M,39,Credit Card
C01009,M,67,Credit Card
C01010,M,27,Cash
C01011,M,19,Credit Card
C01012,F,45,Mobile Payment
C01013,M,73,Credit Card
C01014,M,33,Credit Card
C01015,F,25,Cash
C01016,M,67,Cash
C01017,M,38,Credit Card
C01018,M,47,Mobile Payment
C01019,F,42,Credit Card
C01020,M,73,Cash
C01021,M,44,Mobile Payment
C01022,F,38,Mobile Payment
C01023,M,27,Cash
C01024,M,72,Credit Card
C01025,M,55,Mobile Payment
C01026,M,34,Credit Card
C01027,M,73,Credit Card
C01028,M,33,Cash
C01029,F,55,Cash
C01030,F,16,Credit Card
C01031,M,44,Credit Card
C01032,F,76,Mobile Payment
C01033,M,59,Credit Card
C01034,F,56,Cash
C01035,F,63,Mobile Payment
C01036,M,52,Mobile Payment
C01037,M,20,Credit Card
C01038,F,77,Mobile Payment
C01039,M,42,Mobile Payment
C01040,M,16,Credit Card
C01041,M,25,Credit Card
C01042,F,22,Cash
C01043,M,46,Credit Card
C01044,F,54,Cash
C01045,M,68,Credit Card
C01046,F,28,Credit Card
C01047,M,48,Credit Card
C01048,F,65,Credit Card
C01049,F,34,Cash
C01050,M,57,Credit Card
C01051,F,75,Credit Card
C01052,M,21,Cash
C01053,M,66,Credit Card
C01054,F,44,Cash
C01055,M,64,Cash
C01056,M,31,Mobile Payment
C01057,F,49,Credit Card
C01058,M,75,Credit Card
C01059,M,16,Credit Card
C01060,M,76,Cash
C01061,M,52,Mobile Payment
C01062,F,42,Cash
C01063,M,38,Credit Card
C01064,F,30,Credit Card
C01065,M,41,Mobile Payment
C01066,M,41,Mobile Payment
C01067,F,25,Credit Card
C01068,F,30,Mobile Payment
C01069,F,63,Cash
C01070,F,71,Credit Card
C01071,M,60,Credit Card
C01072,M,57,Credit Card
C01073,M,65,Credit Card
C01074,M,74,Credit Card
C01075,M,31,Credit Card
C01076,F,46,Mobile Payment
C01077,M,18,Credit Card
C01078,M,34,Mobile Payment
C01079,F,39,Credit Card
C01080,M,60,Mobile Payment
C01081,F,45,Credit Card
C01082,M,66,Credit Card
C01083,F,27,Credit Card
C01084,F,42,Credit Card
C01085,M,48,Credit Card
C01086,F,59,Cash
C01087,F,69,Cash
C01088,M,76,Mobile Payment
C01089,F,61,Cash
C01090,M,55,Credit Card
C01091,F,59,Cash
C01092,F,32,Cash
C01093,M,61,Credit Card
C01094,F,24,Cash
C01095,M,70,Credit Card
C01096,F,51,Credit Card
C01097,F,70,Credit Card
C01098,M,69,Credit Card
C01099,F,61,Credit Card
C01100,M,69,Credit Card
C01101,F,75,Mobile Payment
C01102,M,40,Cash
C01103,M,17,Mobile Payment
C01104,M,59,Mobile Payment
C01105,F,23,Credit Card
C01106,M,41,Credit Card
C01107,F,55,Credit Card
C01108,M,42,Cash
C01109,F,26,Credit Card
C01110,M,53,Cash
C01111,M,71,Credit Card
C01112,F,38,Mobile Payment
C01113,F,47,Cash
C01114,M,50,Credit Card
C01115,M,18,Mobile Payment
C01116,M,32,Mobile Payment
C01117,M,24,Credit Card
C01118,F,62,Cash
C01119,M,27,Credit Card
C01120,F,73,Credit Card
C01121,M,23,Cash
C01122,M,47,Cash
C01123,F,66,Mobile Payment
C01124,M,40,Cash
C01125,M,45,Mobile Payment
C01126,F,63,Credit Card
C01127,M,74,Cash
C01128,F,54,Mobile Payment
C01129,M,47,Mobile Payment
C01130,F,27,Cash
C01131,F,52,Credit Card
C01132,M,62,Credit Card
C01133,M,66,Mobile Payment
C01134,F,63,Mobile Payment
C01135,M,55,Cash
C01136,M,77,Cash
C01137,F,75,Mobile Payment
C01138,M,63,Cash
C01139,M,34,Cash
C01140,M,22,Credit Card
C01141,F,30,Credit Card
C01142,M,18,Mobile Payment
C01143,M,58,Credit Card
C01144,M,42,Credit Card
C01145,F,18,Credit Card
C01146,M,45,Credit Card
C01147,M,59,Credit Card
C01148,M,77,Credit Card
C01149,F,32,Cash
C01150,F,25,Mobile Payment
C01151,M,49,Mobile Payment
C01152,F,16,Credit Card
C01153,M,43,Cash
C01154,F,44,Mobile Payment
C01155,M,46,Credit Card
C01156,M,20,Mobile Payment
C01157,M,38,Credit Card
C01158,M,32,Credit Card
C01159,M,26,Credit Card
C01160,F,25,Mobile Payment
C01161,F,41,Cash
C01162,M,26,Mobile Payment
C01163,F,74,Credit Card
C01164,F,49,Mobile Payment
C01165,F,25,Credit Card
C01166,M,62,Mobile Payment
C01167,M,46,Credit Card
C01168,F,19,Credit Card
C01169,F,48,Mobile Payment
C01170,M,36,Credit Card
C01171,F,33,Mobile Payment
C01172,M,42,Credit Card
C01173,F,30,Mobile Payment
C01174,F,50,Credit Card
C01175,M,76,Cash
C01176,M,39,Credit Card
C01177,M,41,Cash
C01178,F,24,Credit Card
C01179,F,43,Cash
C01180,M,44,Mobile Payment
C01181,M,28,Credit Card
C01182,M,77,Cash
C01183,M,71,Credit Card
C01184,M,63,Credit Card
C01185,F,54,Mobile Payment
C01186,M,77,Credit Card
C01187,M,46,Credit Card
C01188,M,42,Mobile Payment
C01189,M,71,Mobile Payment
C01190,F,22,Mobile Payment
C01191,F,63,Cash
C01192,M,37,Mobile Payment
C01193,M,30,Mobile Payment
C01194,M,59,Cash
C01195,F,22,Mobile Payment
C01196,M,21,Credit Card
C01197,M,70,Cash
C01198,F,23,Credit Card
C01199,M,54,Mobile Payment
C01200,M,51,Cash
C01201,M,30,Cash
C01202,M,33,Cash
C01203,M,77,Credit Card
C01204,M,47,Mobile Payment
C01205,M,67,Credit Card
C01206,M,36,Mobile Payment
C01207,M,31,Credit Card
C01208,M,61,Credit Card
C01209,F,65,Credit Card
C01210,M,30,Credit Card
C01211,M,42,Credit Card
C01212,F,61,Cash
C01213,F,42,Mobile Payment
C01214,M,22,Mobile Payment
C01215,M,25,Cash
C01216,F,34,Cash
C01217,M,61,Mobile Payment
C01218,M,36,Mobile Payment
C01219,F,60,Mobile Payment
C01220,M,42,Mobile Payment
C01221,M,24,Cash
C01222,M,19,Mobile Payment
C01223,M,24,Cash
C01224,M,19,Mobile Payment
C01225,F,51,Cash
C01226,F,46,Credit Card
C01227,F,39,Cash
C01228,F,72,Mobile Payment
C01229,M,22,Cash
C01230,M,66,Credit Card
C01231,M,63,Cash
C01232,M,65,Credit Card
C01233,M,75,Mobile Payment
C01234,F,39,Credit Card
C01235,M,29,Mobile Payment
C01236,F,27,Credit Card
C01237,F,63,Credit Card
C01238,M,19,Mobile Payment
C01239,M,64,Credit Card
C01240,M,74,Mobile Payment
C01241,F,32,Mobile Payment
C01242,F,53,Credit Card
C01243,F,60,Mobile Payment
C01244,M,34,Credit Card
C01245,M,71,Cash
C01246,F,76,Cash
C01247,M,57,Cash
C01248,F,62,Mobile Payment
C01249,M,25,Credit Card
C01250,M,41,Mobile Payment
C01251,F,23,Mobile Payment
C01252,F,66,Credit Card
C01253,F,19,Mobile Payment
C01254,F,48,Credit Card
C01255,M,42,Cash
C01256,F,18,Credit Card
C01257,F,32,Mobile Payment
C01258,M,69,Mobile Payment
C01259,M,64,Cash
C01260,M,57,Credit Card
C01261,F,58,Credit Card
C01262,M,36,Credit Card
C01263,F,76,Mobile Payment
C01264,M,76,Credit Card
C01265,F,61,Mobile Payment
C01266,M,75,Credit Card
C01267,M,26,Cash
C01268,F,44,Cash
C01269,M,43,Cash
C01270,M,60,Mobile Payment
C01271,F,64,Mobile Payment
C01272,F,50,Cash
C01273,F,54,Mobile Payment
C01274,M,32,Mobile Payment
C01275,F,36,Cash
C01276,M,64,Mobile Payment
C01277,F,50,Cash
C01278,M,21,Credit Card
C01279,M,76,Credit Card
C01280,M,22,Cash
C01281,M,66,Credit Card
C01282,F,55,Credit Card
C01283,M,53,Mobile Payment
C01284,M,64,Credit Card
C01285,F,49,Mobile Payment
C01286,M,19,Credit Card
C01287,F,40,Cash
C01288,F,54,Cash
C01289,F,70,Credit Card
C01290,M,48,Mobile Payment
C01291,M,46,Credit Card
C01292,M,40,Credit Card
C01293,M,67,Cash
C01294,F,65,Cash
C01295,M,41,Mobile Payment
C01296,F,23,Cash
C01297,M,37,Credit Card
C01298,F,45,Credit Card
C01299,M,40,Mobile Payment
C01300,F,61,Mobile Payment
C01301,M,63,Cash
C01302,M,71,Credit Card
C01303,M,55,Credit Card
C01304,F,57,Mobile Payment
C01305,M,66,Mobile Payment
C01306,F,73,Credit Card
C01307,M,77,Credit Card
C01308,M,62,Mobile Payment
C01309,M,24,Credit Card
C01310,M,18,Credit Card
C01311,M,43,Mobile Payment
C01312,M,71,Mobile Payment
C01313,F,37,Credit Card
C01314,M,61,Credit Card
C01315,F,73,Credit Card
C01316,F,30,Credit Card
C01317,F,52,Credit Card
C01318,M,70,Credit Card
C01319,F,36,Credit Card
C01320,M,30,Mobile Payment
C01321,F,21,Credit Card
C01322,M,44,Credit Card
C01323,M,28,Cash
C01324,F,17,Credit Card
C01325,M,32,Cash
C01326,F,30,Mobile Payment
C01327,M,53,Credit Card
C01328,M,61,Credit Card
C01329,M,77,Mobile Payment
C01330,F,46,Credit Card
C01331,M,69,Mobile Payment
C01332,F,40,Mobile Payment
C01333,F,54,Credit Card
C01334,M,54,Mobile Payment
C01335,F,17,Mobile Payment
C01336,M,30,Mobile Payment
C01337,M,57,Credit Card
C01338,F,35,Cash
C01339,M,18,Credit Card
C01340,M,21,Cash
C01341,M,75,Mobile Payment
C01342,F,28,Mobile Payment
C01343,F,25,Credit Card
C01344,F,32,Mobile Payment
C01345,M,73,Mobile Payment
C01346,M,76,Credit Card
C01347,M,43,Cash
C01348,M,52,Credit Card
C01349,M,36,Cash
C01350,M,57,Credit Card
C01351,F,47,Credit Card
C01352,M,49,Credit Card
C01353,F,54,Credit Card
C01354,M,62,Cash
C01355,M,47,Credit Card
C01356,F,17,Credit Card
C01357,F,28,Mobile Payment
C01358,F,61,Credit Card
C01359,F,18,Credit Card
C01360,M,44,Credit Card
C01361,F,20,Cash
C01362,F,41,Cash
C01363,F,16,Mobile Payment
C01364,M,27,Cash
C01365,M,74,Cash
C01366,M,64,Cash
C01367,F,39,Credit Card
C01368,M,31,Cash
C01369,M,41,Credit Card
C01370,M,75,Mobile Payment
C01371,F,40,Cash
C01372,M,67,Credit Card
C01373,F,30,Credit Card
C01374,F,55,Credit Card
C01375,M,63,Credit Card
C01376,M,69,Cash
C01377,F,50,Mobile Payment
C01378,F,63,Mobile Payment
C01379,M,23,Credit Card
C01380,M,16,Mobile Payment
C01381,M,54,Cash
C01382,M,41,Mobile Payment
C01383,M,38,Mobile Payment
C01384,F,68,Credit Card
C01385,M,39,Credit Card
C01386,M,31,Credit Card
C01387,M,64,Credit Card
C01388,F,77,Cash
C01389,M,50,Credit Card
C01390,F,26,Mobile Payment
C01391,M,35,Mobile Payment
C01392,M,67,Credit Card
C01393,M,27,Credit Card
C01394,M,44,Credit Card
C01395,M,56,Credit Card
C01396,M,49,Mobile Payment
C01397,F,18,Credit Card
C01398,M,71,Credit Card
C01399,F,58,Credit Card
C01400,M,35,Mobile Payment
C01401,M,59,Credit Card
C01402,M,34,Cash
C01403,F,29,Mobile Payment
C01404,M,25,Credit Card
C01405,M,48,Credit Card
C01406,F,54,Mobile Payment
C01407,M,34,Credit Card
C01408,M,31,Cash
C01409,F,62,Cash
C01410,M,24,Cash
C01411,M,26,Credit Card
C01412,M,17,Cash
C01413,F,53,Mobile Payment
C01414,F,76,Credit Card
C01415,F,56,Mobile Payment
C01416,F,36,Cash
C01417,F,31,Mobile Payment
C01418,F,68,Cash
C01419,M,52,Credit Card
C01420,M,51,Credit Card
C01421,M,30,Cash
C01422,F,50,Credit Card
C01423,F,47,Credit Card
C01424,M,65,Credit Card
C01425,F,60,Cash
C01426,M,70,Cash
C01427,M,45,Mobile Payment
C01428,M,47,Mobile Payment
C01429,F,64,Cash
C01430,F,53,Mobile Payment
C01431,F,54,Mobile Payment
C01432,F,73,Credit Card
C01433,F,45,Mobile Payment
C01434,F,55,Mobile Payment
C01435,M,22,Mobile Payment
C01436,F,28,Credit Card
C01437,M,27,Cash
C01438,F,31,Credit Card
C01439,F,45,Credit Card
C01440,F,20,Credit Card
C01441,M,47,Cash
C01442,F,22,Credit Card
C01443,F,64,Credit Card
C01444,M,20,Cash
C01445,M,51,Credit Card
C01446,M,29,Credit Card
C01447,F,54,Cash
C01448,M,25,Mobile Payment
C01449,M,70,Mobile Payment
C01450,M,71,Mobile Payment
C01451,M,41,Mobile Payment
C01452,M,51,Mobile Payment
C01453,F,37,Credit Card
C01454,M,41,Cash
C01455,M,27,Credit Card
C01456,M,56,Credit Card
C01457,M,72,Cash
C01458,M,56,Credit Card
C01459,F,72,Cash
C01460,F,71,Mobile Payment
C01461,M,48,Mobile Payment
C01462,M,23,Mobile Payment
C01463,F,53,Credit Card
C01464,M,40,Credit Card
C01465,F,19,Credit Card
C01466,M,46,Cash
C01467,F,19,Credit Card
C01468,M,72,Credit Card
C01469,M,47,Mobile Payment
C01470,M,68,Cash
C01471,F,18,Mobile Payment
C01472,F,20,Cash
C01473,M,65,Cash
C01474,M,20,Cash
C01475,M,37,Mobile Payment
C01476,M,30,Cash
C01477,F,65,Cash
C01478,M,25,Mobile Payment
C01479,M,22,Cash
C01480,F,27,Mobile Payment
C01481,M,51,Credit Card
C01482,F,66,Credit Card
C01483,F,62,Mobile Payment
C01484,M,74,Credit Card
C01485,M,40,Mobile Payment
C01486,M,19,Cash
C01487,M,58,Cash
C01488,F,70,Credit Card
C01489,M,40,Cash
C01490,F,24,Credit Card
C01491,M,41,Mobile Payment
C01492,M,73,Mobile Payment
C01493,M,53,Credit Card
C01494,M,48,Credit Card
C01495,M,50,Mobile Payment
C01496,F,62,Credit Card
C01497,M,34,Credit Card
C01498,F,61,Cash
C01499,M,18,Mobile Payment
C01500,F,67,Credit Card
C01501,M,74,Credit Card
C01502,M,20,Mobile Payment
C01503,F,67,Mobile Payment
C01504,F,24,Mobile Payment
C01505,F,55,Cash
C01506,F,54,Credit Card
C01507,M,23,Mobile Payment
C01508,F,21,Mobile Payment
C01509,M,23,Mobile Payment
C01510,M,67,Cash
C01511,M,65,Credit Card
